sub	session	blocknum	trial	letterset	load	letter	resp	acc	RT	stim
26	1	4	8	R  K  N	M	n	1	Correct	712	S
26	1	4	9	R  K  N	M	r	1	Correct	821	S
26	1	4	10	R  K  N	M	g	2	Correct	553	S
26	1	4	11	R  K  N	M	r	1	Correct	742	S
26	1	4	12	R  K  N	M	b	2	Correct	683	S
26	1	4	13	R  K  N	M	w	2	Correct	839	S
26	1	4	14	R  K  N	M	b	2	Correct	699	S
26	1	4	15	R  K  N	M	d	2	Correct	599	S
26	1	4	16	R  K  N	M	k	1	Correct	636	S
26	1	4	17	R  K  N	M	k	1	Correct	576	S
26	1	4	18	R  K  N	M	m	2	Correct	733	S
26	1	4	19	R  K  N	M	k	1	Correct	785	S
26	1	4	20	R  K  N	M	n	1	Correct	598	S
26	1	4	21	R  K  N	M	n	1	Correct	626	S
26	1	4	22	R  K  N	M	b	2	Correct	758	S
26	1	4	23	R  K  N	M	n	1	Correct	771	S
26	1	4	24	R  K  N	M	m	2	Correct	680	S
26	1	4	25	R  K  N	M	e	0	Miss	0	S
26	1	5	1	Y  T  J	M	f	2	Correct	800	S
26	1	5	2	Y  T  J	M	g	2	Correct	636	S
26	1	5	3	Y  T  J	M	n	2	Correct	808	S
26	1	5	4	Y  T  J	M	a	2	Correct	861	S
26	1	5	5	Y  T  J	M	j	1	Correct	633	S
26	1	5	6	Y  T  J	M	a	2	Correct	606	S
26	1	5	7	Y  T  J	M	d	2	Correct	907	S
26	1	5	8	Y  T  J	M	u	2	Correct	647	S
26	1	5	9	Y  T  J	M	m	2	Correct	524	S
26	1	5	10	Y  T  J	M	t	1	Correct	569	S
26	1	5	11	Y  T  J	M	n	2	Correct	613	S
26	1	5	12	Y  T  J	M	t	1	Correct	682	S
26	1	5	13	Y  T  J	M	q	2	Correct	783	S
26	1	5	14	Y  T  J	M	t	1	Correct	667	S
26	1	5	15	Y  T  J	M	y	1	Correct	655	S
26	1	5	16	Y  T  J	M	h	2	Correct	764	S
26	1	5	17	Y  T  J	M	q	1	Incorrect	712	S
26	1	5	18	Y  T  J	M	j	0	Miss	0	S
26	1	5	19	Y  T  J	M	k	2	Correct	769	S
26	1	5	20	Y  T  J	M	m	2	Correct	638	S
26	1	5	21	Y  T  J	M	r	0	Miss	0	S
26	1	5	22	Y  T  J	M	j	1	Correct	591	S
26	1	5	23	Y  T  J	M	f	2	Correct	628	S
26	1	5	24	Y  T  J	M	h	2	Correct	864	S
26	1	5	25	Y  T  J	M	y	1	Correct	941	S
26	1	6	1	G  M  N  T  U	H	w	2	Correct	878	S
26	1	6	2	G  M  N  T  U	H	j	2	Correct	819	S
26	1	6	3	G  M  N  T  U	H	m	1	Correct	792	S
26	1	6	4	G  M  N  T  U	H	k	2	Correct	892	S
26	1	6	5	G  M  N  T  U	H	g	1	Correct	584	S
26	1	6	6	G  M  N  T  U	H	h	2	Correct	605	S
26	1	6	7	G  M  N  T  U	H	y	2	Correct	817	S
26	1	6	8	G  M  N  T  U	H	f	2	Correct	525	S
26	1	6	9	G  M  N  T  U	H	r	2	Correct	561	S
26	1	6	10	G  M  N  T  U	H	t	1	Correct	750	S
26	1	6	11	G  M  N  T  U	H	m	0	Miss	0	S
26	1	6	12	G  M  N  T  U	H	w	2	Correct	975	S
26	1	6	13	G  M  N  T  U	H	g	1	Correct	556	S
26	1	6	14	G  M  N  T  U	H	r	2	Correct	689	S
26	1	6	15	G  M  N  T  U	H	r	2	Correct	565	S
26	1	6	16	G  M  N  T  U	H	d	2	Correct	722	S
26	1	6	17	G  M  N  T  U	H	y	2	Correct	695	S
26	1	6	18	G  M  N  T  U	H	m	1	Correct	619	S
26	1	6	19	G  M  N  T  U	H	a	2	Correct	600	S
26	1	6	20	G  M  N  T  U	H	u	1	Correct	596	S
26	1	6	21	G  M  N  T  U	H	m	2	Incorrect	704	S
26	1	6	22	G  M  N  T  U	H	w	0	Miss	0	S
26	1	6	23	G  M  N  T  U	H	u	1	Correct	569	S
26	1	6	24	G  M  N  T  U	H	u	1	Correct	638	S
26	1	6	25	G  M  N  T  U	H	u	1	Correct	522	S
26	2	1	1	J  E  Q  W  F	H	y	0	Miss	0	A
26	2	1	2	J  E  Q  W  F	H	w	0	Miss	0	A
26	2	1	3	J  E  Q  W  F	H	j	1	Correct	856	A
26	2	1	4	J  E  Q  W  F	H	t	2	Correct	716	A
26	2	1	5	J  E  Q  W  F	H	b	2	Correct	568	A
26	2	1	6	J  E  Q  W  F	H	q	2	Incorrect	748	A
26	2	1	7	J  E  Q  W  F	H	y	0	Miss	0	A
26	2	1	8	J  E  Q  W  F	H	e	2	Incorrect	958	A
26	2	1	9	J  E  Q  W  F	H	q	1	Correct	810	A
26	2	1	10	J  E  Q  W  F	H	w	1	Correct	735	A
26	2	1	11	J  E  Q  W  F	H	h	2	Correct	660	A
26	2	1	12	J  E  Q  W  F	H	u	2	Correct	880	A
26	2	1	13	J  E  Q  W  F	H	q	1	Correct	732	A
26	2	1	14	J  E  Q  W  F	H	m	2	Correct	665	A
26	2	1	15	J  E  Q  W  F	H	h	2	Correct	629	A
26	2	1	16	J  E  Q  W  F	H	f	1	Correct	522	A
26	2	1	17	J  E  Q  W  F	H	m	2	Correct	622	A
26	2	1	18	J  E  Q  W  F	H	m	2	Correct	531	A
26	2	1	19	J  E  Q  W  F	H	n	2	Correct	567	A
26	2	1	20	J  E  Q  W  F	H	q	1	Correct	636	A
26	2	1	21	J  E  Q  W  F	H	e	1	Correct	704	A
26	2	1	22	J  E  Q  W  F	H	a	2	Correct	637	A
26	2	1	23	J  E  Q  W  F	H	b	2	Correct	809	A
26	2	1	24	J  E  Q  W  F	H	w	1	Correct	830	A
26	2	1	25	J  E  Q  W  F	H	h	2	Correct	546	A
26	2	2	1	D  T  K	M	g	2	Correct	510	A
26	2	2	2	D  T  K	M	t	1	Correct	611	A
26	2	2	3	D  T  K	M	h	2	Correct	598	A
26	2	2	4	D  T  K	M	d	1	Correct	779	A
26	2	2	5	D  T  K	M	f	2	Correct	552	A
26	2	2	6	D  T  K	M	g	2	Correct	780	A
26	2	2	7	D  T  K	M	b	2	Correct	953	A
26	2	2	8	D  T  K	M	g	0	Miss	0	A
26	2	2	9	D  T  K	M	k	2	Incorrect	682	A
26	2	2	10	D  T  K	M	r	2	Correct	734	A
26	2	2	11	D  T  K	M	f	1	Incorrect	587	A
26	2	2	12	D  T  K	M	w	2	Correct	432	A
26	2	2	13	D  T  K	M	q	2	Correct	740	A
26	2	2	14	D  T  K	M	g	2	Correct	481	A
26	2	2	15	D  T  K	M	m	2	Correct	445	A
26	2	2	16	D  T  K	M	q	2	Correct	402	A
26	2	2	17	D  T  K	M	d	1	Correct	679	A
26	2	2	18	D  T  K	M	k	1	Correct	715	A
26	2	2	19	D  T  K	M	f	2	Correct	711	A
26	2	2	20	D  T  K	M	d	1	Correct	708	A
26	2	2	21	D  T  K	M	u	2	Correct	689	A
26	2	2	22	D  T  K	M	w	2	Correct	741	A
26	2	2	23	D  T  K	M	k	1	Correct	697	A
26	2	2	24	D  T  K	M	h	2	Correct	566	A
26	2	2	25	D  T  K	M	a	2	Correct	610	A
26	2	3	1	D  Q  E	M	b	0	Miss	0	A
26	2	3	2	D  Q  E	M	j	2	Correct	521	A
26	2	3	3	D  Q  E	M	b	2	Correct	661	A
26	2	3	4	D  Q  E	M	y	2	Correct	522	A
26	2	3	5	D  Q  E	M	r	2	Correct	510	A
26	2	3	6	D  Q  E	M	q	1	Correct	555	A
26	2	3	7	D  Q  E	M	q	1	Correct	816	A
26	2	3	8	D  Q  E	M	e	1	Correct	996	A
26	2	3	9	D  Q  E	M	t	2	Correct	881	A
26	2	3	10	D  Q  E	M	e	1	Correct	565	A
26	2	3	11	D  Q  E	M	e	1	Correct	506	A
26	2	3	12	D  Q  E	M	q	1	Correct	814	A
26	2	3	13	D  Q  E	M	h	2	Correct	554	A
26	2	3	14	D  Q  E	M	u	2	Correct	871	A
26	2	3	15	D  Q  E	M	q	1	Correct	659	A
26	2	3	16	D  Q  E	M	w	2	Correct	607	A
26	2	3	17	D  Q  E	M	h	2	Correct	547	A
26	2	3	18	D  Q  E	M	y	2	Correct	512	A
26	2	3	19	D  Q  E	M	d	1	Correct	637	A
26	2	3	20	D  Q  E	M	e	0	Miss	0	A
26	2	3	21	D  Q  E	M	q	1	Correct	758	A
26	2	3	22	D  Q  E	M	m	2	Correct	587	A
26	2	3	23	D  Q  E	M	e	1	Correct	687	A
26	2	3	24	D  Q  E	M	d	1	Correct	699	A
26	2	3	25	D  Q  E	M	y	2	Correct	511	A
26	2	4	1	J  W  B  F  M	H	t	2	Correct	818	A
26	2	4	2	J  W  B  F  M	H	r	2	Correct	630	A
26	2	4	3	J  W  B  F  M	H	u	2	Correct	714	A
26	2	4	4	J  W  B  F  M	H	w	1	Correct	503	A
26	2	4	5	J  W  B  F  M	H	k	2	Correct	620	A
26	2	4	6	J  W  B  F  M	H	b	1	Correct	720	A
26	2	4	7	J  W  B  F  M	H	j	1	Correct	724	A
26	2	4	8	J  W  B  F  M	H	t	2	Correct	761	A
26	2	4	9	J  W  B  F  M	H	f	0	Miss	0	A
26	2	4	10	J  W  B  F  M	H	f	1	Correct	458	A
26	2	4	11	J  W  B  F  M	H	t	2	Correct	686	A
26	2	4	12	J  W  B  F  M	H	w	1	Correct	651	A
26	2	4	13	J  W  B  F  M	H	u	2	Correct	760	A
26	2	4	14	J  W  B  F  M	H	b	1	Correct	956	A
26	2	4	15	J  W  B  F  M	H	r	2	Correct	545	A
26	2	4	16	J  W  B  F  M	H	j	1	Correct	677	A
26	2	4	17	J  W  B  F  M	H	y	2	Correct	554	A
26	2	4	18	J  W  B  F  M	H	n	2	Correct	926	A
26	2	4	19	J  W  B  F  M	H	b	1	Correct	674	A
26	2	4	20	J  W  B  F  M	H	n	2	Correct	759	A
26	2	4	21	J  W  B  F  M	H	q	2	Correct	779	A
26	2	4	22	J  W  B  F  M	H	y	2	Correct	592	A
26	2	4	23	J  W  B  F  M	H	e	0	Miss	0	A
26	2	4	24	J  W  B  F  M	H	j	1	Correct	689	A
26	2	4	25	J  W  B  F  M	H	m	2	Incorrect	861	A
26	2	5	1	Q	L	y	2	Correct	584	A
26	2	5	2	Q	L	j	2	Correct	589	A
26	2	5	3	Q	L	h	2	Correct	473	A
26	2	5	4	Q	L	q	1	Correct	606	A
26	2	5	5	Q	L	w	2	Correct	722	A
26	2	5	6	Q	L	q	1	Correct	430	A
26	2	5	7	Q	L	q	1	Correct	594	A
26	2	5	8	Q	L	e	2	Correct	599	A
26	2	5	9	Q	L	q	1	Correct	556	A
26	2	5	10	Q	L	j	2	Correct	488	A
26	2	5	11	Q	L	q	1	Correct	500	A
26	2	5	12	Q	L	r	2	Correct	793	A
26	2	5	13	Q	L	w	2	Correct	453	A
26	2	5	14	Q	L	t	2	Correct	449	A
26	2	5	15	Q	L	q	1	Correct	501	A
26	2	5	16	Q	L	u	2	Correct	457	A
26	2	5	17	Q	L	q	1	Correct	534	A
26	2	5	18	Q	L	w	2	Correct	442	A
26	2	5	19	Q	L	m	2	Correct	455	A
26	2	5	20	Q	L	g	2	Correct	419	A
26	2	5	21	Q	L	q	1	Correct	472	A
26	2	5	22	Q	L	q	1	Correct	541	A
26	2	5	23	Q	L	u	2	Correct	433	A
26	2	5	24	Q	L	b	2	Correct	853	A
26	2	5	25	Q	L	h	2	Correct	522	A
26	2	6	1	Q	L	q	1	Correct	597	A
26	2	6	2	Q	L	d	2	Correct	593	A
26	2	6	3	Q	L	y	2	Correct	430	A
26	2	6	4	Q	L	j	2	Correct	706	A
26	2	6	5	Q	L	f	2	Correct	527	A
26	2	6	6	Q	L	w	2	Correct	476	A
26	2	6	7	Q	L	d	2	Correct	552	A
26	2	6	8	Q	L	m	2	Correct	500	A
26	2	6	9	Q	L	e	2	Correct	489	A
26	2	6	10	Q	L	j	2	Correct	494	A
26	2	6	11	Q	L	b	2	Correct	530	A
26	2	6	12	Q	L	e	2	Correct	326	A
26	2	6	13	Q	L	q	1	Correct	571	A
26	2	6	14	Q	L	t	2	Correct	711	A
26	2	6	15	Q	L	j	2	Correct	556	A
26	2	6	16	Q	L	q	1	Correct	393	A
26	2	6	17	Q	L	a	2	Correct	285	A
26	2	6	18	Q	L	e	2	Correct	329	A
26	2	6	19	Q	L	j	2	Correct	414	A
26	2	6	20	Q	L	q	1	Correct	387	A
26	2	6	21	Q	L	w	2	Correct	735	A
26	2	6	22	Q	L	q	1	Correct	620	A
26	2	6	23	Q	L	r	2	Correct	552	A
26	2	6	24	Q	L	m	2	Correct	445	A
26	2	6	25	Q	L	a	2	Correct	625	A
27	1	1	1	W  A  U	M	y	2	Correct	555	A
27	1	1	2	W  A  U	M	w	1	Correct	640	A
27	1	1	3	W  A  U	M	n	2	Correct	412	A
27	1	1	4	W  A  U	M	y	2	Correct	488	A
27	1	1	5	W  A  U	M	a	1	Correct	396	A
27	1	1	6	W  A  U	M	k	2	Correct	417	A
27	1	1	7	W  A  U	M	a	2	Incorrect	317	A
27	1	1	8	W  A  U	M	a	1	Correct	482	A
27	1	1	9	W  A  U	M	q	2	Correct	415	A
27	1	1	10	W  A  U	M	a	1	Correct	403	A
27	1	1	11	W  A  U	M	u	2	Incorrect	528	A
27	1	1	12	W  A  U	M	w	1	Correct	685	A
27	1	1	13	W  A  U	M	y	2	Correct	705	A
27	1	1	14	W  A  U	M	y	2	Correct	501	A
27	1	1	15	W  A  U	M	u	1	Correct	450	A
27	1	1	16	W  A  U	M	u	1	Correct	382	A
27	1	1	17	W  A  U	M	q	2	Correct	554	A
27	1	1	18	W  A  U	M	j	2	Correct	494	A
27	1	1	19	W  A  U	M	n	2	Correct	539	A
27	1	1	20	W  A  U	M	a	1	Correct	400	A
27	1	1	21	W  A  U	M	d	2	Correct	460	A
27	1	1	22	W  A  U	M	w	1	Correct	545	A
27	1	1	23	W  A  U	M	a	1	Correct	477	A
27	1	1	24	W  A  U	M	t	2	Correct	554	A
27	1	1	25	W  A  U	M	m	2	Correct	510	A
27	1	2	1	W	L	f	2	Correct	490	A
27	1	2	2	W	L	b	2	Correct	414	A
27	1	2	3	W	L	g	2	Correct	339	A
27	1	2	4	W	L	u	2	Correct	392	A
27	1	2	5	W	L	w	1	Correct	356	A
27	1	2	6	W	L	y	2	Correct	416	A
27	1	2	7	W	L	u	2	Correct	325	A
27	1	2	8	W	L	e	2	Correct	329	A
27	1	2	9	W	L	q	2	Correct	358	A
27	1	2	10	W	L	f	2	Correct	347	A
27	1	2	11	W	L	w	1	Correct	311	A
27	1	2	12	W	L	f	2	Correct	372	A
27	1	2	13	W	L	w	1	Correct	337	A
27	1	2	14	W	L	w	1	Correct	397	A
27	1	2	15	W	L	f	2	Correct	394	A
27	1	2	16	W	L	t	2	Correct	359	A
27	1	2	17	W	L	y	2	Correct	371	A
27	1	2	18	W	L	w	1	Correct	424	A
27	1	2	19	W	L	m	2	Correct	405	A
27	1	2	20	W	L	w	1	Correct	408	A
27	1	2	21	W	L	m	2	Correct	605	A
27	1	2	22	W	L	w	1	Correct	402	A
27	1	2	23	W	L	w	1	Correct	478	A
27	1	2	24	W	L	w	1	Correct	387	A
27	1	2	25	W	L	w	1	Correct	367	A
27	1	3	1	N  K  F	M	n	1	Correct	728	A
27	1	3	2	N  K  F	M	k	1	Correct	428	A
27	1	3	3	N  K  F	M	a	2	Correct	553	A
27	1	3	4	N  K  F	M	n	1	Correct	382	A
27	1	3	5	N  K  F	M	r	2	Correct	498	A
27	1	3	6	N  K  F	M	e	2	Correct	431	A
27	1	3	7	N  K  F	M	w	2	Correct	596	A
27	1	3	8	N  K  F	M	n	1	Correct	520	A
27	1	3	9	N  K  F	M	j	2	Correct	541	A
27	1	3	10	N  K  F	M	a	2	Correct	881	A
27	1	3	11	N  K  F	M	r	2	Correct	557	A
27	1	3	12	N  K  F	M	f	1	Correct	385	A
27	1	3	13	N  K  F	M	j	2	Correct	534	A
27	1	3	14	N  K  F	M	g	2	Correct	451	A
27	1	3	15	N  K  F	M	h	2	Correct	519	A
27	1	3	16	N  K  F	M	k	1	Correct	643	A
27	1	3	17	N  K  F	M	w	2	Correct	615	A
27	1	3	18	N  K  F	M	k	1	Correct	555	A
27	1	3	19	N  K  F	M	f	1	Correct	927	A
27	1	3	20	N  K  F	M	k	1	Correct	636	A
27	1	3	21	N  K  F	M	e	2	Correct	488	A
27	1	3	22	N  K  F	M	k	1	Correct	461	A
27	1	3	23	N  K  F	M	u	2	Correct	562	A
27	1	3	24	N  K  F	M	g	2	Correct	550	A
27	1	3	25	N  K  F	M	e	2	Correct	451	A
27	1	4	1	E	L	a	2	Correct	414	A
27	1	4	2	E	L	j	2	Correct	339	A
27	1	4	3	E	L	b	2	Correct	360	A
27	1	4	4	E	L	q	2	Correct	340	A
27	1	4	5	E	L	e	1	Correct	376	A
27	1	4	6	E	L	e	1	Correct	333	A
27	1	4	7	E	L	e	1	Correct	330	A
27	1	4	8	E	L	e	1	Correct	326	A
27	1	4	9	E	L	b	2	Correct	466	A
27	1	4	10	E	L	e	1	Correct	487	A
27	1	4	11	E	L	e	1	Correct	419	A
27	1	4	12	E	L	j	2	Correct	455	A
27	1	4	13	E	L	e	1	Correct	564	A
27	1	4	14	E	L	e	1	Correct	425	A
27	1	4	15	E	L	k	2	Correct	421	A
27	1	4	16	E	L	y	2	Correct	602	A
27	1	4	17	E	L	e	1	Correct	471	A
27	1	4	18	E	L	k	2	Correct	411	A
27	1	4	19	E	L	m	2	Correct	384	A
27	1	4	20	E	L	e	1	Correct	612	A
27	1	4	21	E	L	e	1	Correct	457	A
27	1	4	22	E	L	r	2	Correct	518	A
27	1	4	23	E	L	t	2	Correct	474	A
27	1	4	24	E	L	r	2	Correct	583	A
27	1	4	25	E	L	d	2	Correct	387	A
27	1	5	1	K  B  T  Y  R	H	r	1	Correct	782	A
27	1	5	2	K  B  T  Y  R	H	j	2	Correct	442	A
27	1	5	3	K  B  T  Y  R	H	a	2	Correct	463	A
27	1	5	4	K  B  T  Y  R	H	e	2	Correct	460	A
27	1	5	5	K  B  T  Y  R	H	b	1	Correct	552	A
27	1	5	6	K  B  T  Y  R	H	r	1	Correct	524	A
27	1	5	7	K  B  T  Y  R	H	a	2	Correct	465	A
27	1	5	8	K  B  T  Y  R	H	k	1	Correct	422	A
27	1	5	9	K  B  T  Y  R	H	h	2	Correct	490	A
27	1	5	10	K  B  T  Y  R	H	w	2	Correct	607	A
27	1	5	11	K  B  T  Y  R	H	e	2	Correct	491	A
27	1	5	12	K  B  T  Y  R	H	g	2	Correct	607	A
27	1	5	13	K  B  T  Y  R	H	t	2	Incorrect	516	A
27	1	5	14	K  B  T  Y  R	H	t	1	Correct	433	A
27	1	5	15	K  B  T  Y  R	H	t	1	Correct	397	A
27	1	5	16	K  B  T  Y  R	H	e	2	Correct	682	A
27	1	5	17	K  B  T  Y  R	H	r	1	Correct	631	A
27	1	5	18	K  B  T  Y  R	H	r	1	Correct	451	A
27	1	5	19	K  B  T  Y  R	H	b	1	Correct	696	A
27	1	5	20	K  B  T  Y  R	H	n	2	Correct	565	A
27	1	5	21	K  B  T  Y  R	H	m	2	Correct	705	A
27	1	5	22	K  B  T  Y  R	H	h	2	Correct	533	A
27	1	5	23	K  B  T  Y  R	H	r	1	Correct	538	A
27	1	5	24	K  B  T  Y  R	H	k	1	Correct	390	A
27	1	5	25	K  B  T  Y  R	H	u	2	Correct	379	A
27	1	6	1	T  D  G  U  M	H	f	2	Correct	518	A
27	1	6	2	T  D  G  U  M	H	j	2	Correct	450	A
27	1	6	3	T  D  G  U  M	H	u	1	Correct	367	A
27	1	6	4	T  D  G  U  M	H	k	2	Correct	507	A
27	1	6	5	T  D  G  U  M	H	b	2	Correct	592	A
27	1	6	6	T  D  G  U  M	H	q	2	Correct	516	A
27	1	6	7	T  D  G  U  M	H	t	1	Correct	737	A
27	1	6	8	T  D  G  U  M	H	r	2	Correct	662	A
27	1	6	9	T  D  G  U  M	H	d	1	Correct	402	A
27	1	6	10	T  D  G  U  M	H	a	2	Correct	678	A
27	1	6	11	T  D  G  U  M	H	t	1	Correct	499	A
27	1	6	12	T  D  G  U  M	H	j	2	Correct	511	A
27	1	6	13	T  D  G  U  M	H	y	2	Correct	788	A
27	1	6	14	T  D  G  U  M	H	k	2	Correct	680	A
27	1	6	15	T  D  G  U  M	H	k	2	Correct	453	A
27	1	6	16	T  D  G  U  M	H	b	2	Correct	689	A
27	1	6	17	T  D  G  U  M	H	u	1	Correct	718	A
27	1	6	18	T  D  G  U  M	H	d	1	Correct	978	A
27	1	6	19	T  D  G  U  M	H	q	2	Correct	631	A
27	1	6	20	T  D  G  U  M	H	f	2	Correct	611	A
27	1	6	21	T  D  G  U  M	H	d	1	Correct	568	A
27	1	6	22	T  D  G  U  M	H	u	1	Correct	676	A
27	1	6	23	T  D  G  U  M	H	h	2	Correct	744	A
27	1	6	24	T  D  G  U  M	H	b	2	Correct	684	A
27	1	6	25	T  D  G  U  M	H	q	2	Correct	625	A
27	2	1	1	F	L	r	2	Correct	478	S
27	2	1	2	F	L	y	2	Correct	467	S
27	2	1	3	F	L	e	2	Correct	367	S
27	2	1	4	F	L	y	2	Correct	348	S
27	2	1	5	F	L	w	2	Correct	376	S
27	2	1	6	F	L	h	2	Correct	348	S
27	2	1	7	F	L	w	2	Correct	345	S
27	2	1	8	F	L	u	2	Correct	310	S
27	2	1	9	F	L	r	2	Correct	322	S
27	2	1	10	F	L	q	2	Correct	295	S
27	2	1	11	F	L	u	2	Correct	332	S
27	2	1	12	F	L	j	2	Correct	288	S
27	2	1	13	F	L	w	2	Correct	276	S
27	2	1	14	F	L	n	2	Correct	297	S
27	2	1	15	F	L	b	2	Correct	390	S
27	2	1	16	F	L	e	2	Correct	514	S
27	2	1	17	F	L	h	2	Correct	399	S
27	2	1	18	F	L	f	1	Correct	523	S
27	2	1	19	F	L	f	1	Correct	367	S
27	2	1	20	F	L	n	2	Correct	388	S
27	2	1	21	F	L	d	2	Correct	433	S
27	2	1	22	F	L	f	1	Correct	493	S
27	2	1	23	F	L	t	2	Correct	394	S
27	2	1	24	F	L	f	1	Correct	519	S
27	2	1	25	F	L	g	2	Correct	427	S
27	2	2	1	F	L	y	2	Correct	735	S
27	2	2	2	F	L	e	2	Correct	355	S
27	2	2	3	F	L	u	2	Correct	224	S
27	2	2	4	F	L	h	2	Correct	412	S
27	2	2	5	F	L	f	1	Correct	409	S
27	2	2	6	F	L	f	1	Correct	309	S
27	2	2	7	F	L	f	1	Correct	305	S
27	2	2	8	F	L	n	2	Correct	382	S
27	2	2	9	F	L	g	2	Correct	314	S
27	2	2	10	F	L	w	2	Correct	350	S
27	2	2	11	F	L	w	2	Correct	299	S
27	2	2	12	F	L	u	2	Correct	287	S
27	2	2	13	F	L	h	2	Correct	524	S
27	2	2	14	F	L	f	2	Incorrect	376	S
27	2	2	15	F	L	f	1	Correct	413	S
27	2	2	16	F	L	j	2	Correct	410	S
27	2	2	17	F	L	m	2	Correct	389	S
27	2	2	18	F	L	g	2	Correct	370	S
27	2	2	19	F	L	n	2	Correct	366	S
27	2	2	20	F	L	b	1	Incorrect	395	S
27	2	2	21	F	L	g	2	Correct	471	S
27	2	2	22	F	L	f	1	Correct	452	S
27	2	2	23	F	L	f	1	Correct	417	S
27	2	2	24	F	L	f	1	Correct	349	S
27	2	2	25	F	L	f	1	Correct	314	S
27	2	3	1	M  E  J	M	d	2	Correct	460	S
27	2	3	2	M  E  J	M	b	2	Correct	393	S
27	2	3	3	M  E  J	M	n	2	Correct	397	S
27	2	3	4	M  E  J	M	m	2	Incorrect	369	S
27	2	3	5	M  E  J	M	b	2	Correct	389	S
27	2	3	6	M  E  J	M	d	2	Correct	362	S
27	2	3	7	M  E  J	M	w	2	Correct	430	S
27	2	3	8	M  E  J	M	e	1	Correct	370	S
27	2	3	9	M  E  J	M	d	2	Correct	375	S
27	2	3	10	M  E  J	M	j	1	Correct	540	S
27	2	3	11	M  E  J	M	e	1	Correct	464	S
27	2	3	12	M  E  J	M	n	2	Correct	437	S
27	2	3	13	M  E  J	M	m	1	Correct	386	S
27	2	3	14	M  E  J	M	k	2	Correct	486	S
27	2	3	15	M  E  J	M	e	1	Correct	450	S
27	2	3	16	M  E  J	M	e	1	Correct	430	S
27	2	3	17	M  E  J	M	w	2	Correct	459	S
27	2	3	18	M  E  J	M	g	2	Correct	471	S
27	2	3	19	M  E  J	M	m	1	Correct	484	S
27	2	3	20	M  E  J	M	m	1	Correct	401	S
27	2	3	21	M  E  J	M	f	2	Correct	757	S
27	2	3	22	M  E  J	M	q	2	Correct	674	S
27	2	3	23	M  E  J	M	q	2	Correct	407	S
27	2	3	24	M  E  J	M	f	2	Correct	707	S
27	2	3	25	M  E  J	M	t	2	Correct	511	S
27	2	4	1	H  J  E	M	w	2	Correct	635	S
27	2	4	2	H  J  E	M	h	1	Correct	823	S
27	2	4	3	H  J  E	M	j	1	Correct	443	S
27	2	4	4	H  J  E	M	g	2	Correct	408	S
27	2	4	5	H  J  E	M	e	1	Correct	365	S
27	2	4	6	H  J  E	M	k	2	Correct	561	S
27	2	4	7	H  J  E	M	r	2	Correct	438	S
27	2	4	8	H  J  E	M	d	2	Correct	362	S
27	2	4	9	H  J  E	M	k	2	Correct	503	S
27	2	4	10	H  J  E	M	g	2	Correct	452	S
27	2	4	11	H  J  E	M	t	2	Correct	480	S
27	2	4	12	H  J  E	M	g	2	Correct	389	S
27	2	4	13	H  J  E	M	h	2	Incorrect	441	S
27	2	4	14	H  J  E	M	e	1	Correct	525	S
27	2	4	15	H  J  E	M	h	2	Incorrect	674	S
27	2	4	16	H  J  E	M	e	1	Correct	366	S
27	2	4	17	H  J  E	M	u	2	Correct	443	S
27	2	4	18	H  J  E	M	k	2	Correct	375	S
27	2	4	19	H  J  E	M	h	1	Correct	651	S
27	2	4	20	H  J  E	M	k	2	Correct	552	S
27	2	4	21	H  J  E	M	j	1	Correct	492	S
27	2	4	22	H  J  E	M	f	2	Correct	593	S
27	2	4	23	H  J  E	M	r	2	Correct	557	S
27	2	4	24	H  J  E	M	u	2	Correct	410	S
27	2	4	25	H  J  E	M	n	2	Correct	406	S
27	2	5	1	W  M  D  K  B	H	n	2	Correct	473	S
27	2	5	2	W  M  D  K  B	H	n	2	Correct	597	S
27	2	5	3	W  M  D  K  B	H	w	2	Incorrect	458	S
27	2	5	4	W  M  D  K  B	H	t	2	Correct	479	S
27	2	5	5	W  M  D  K  B	H	w	1	Correct	523	S
27	2	5	6	W  M  D  K  B	H	q	2	Correct	640	S
27	2	5	7	W  M  D  K  B	H	h	2	Correct	516	S
27	2	5	8	W  M  D  K  B	H	y	2	Correct	464	S
27	2	5	9	W  M  D  K  B	H	j	2	Correct	581	S
27	2	5	10	W  M  D  K  B	H	r	2	Correct	562	S
27	2	5	11	W  M  D  K  B	H	h	2	Correct	654	S
27	2	5	12	W  M  D  K  B	H	n	2	Correct	619	S
27	2	5	13	W  M  D  K  B	H	k	1	Correct	616	S
27	2	5	14	W  M  D  K  B	H	q	2	Correct	540	S
27	2	5	15	W  M  D  K  B	H	h	2	Correct	665	S
27	2	5	16	W  M  D  K  B	H	h	2	Correct	454	S
27	2	5	17	W  M  D  K  B	H	j	2	Correct	698	S
27	2	5	18	W  M  D  K  B	H	g	2	Correct	503	S
27	2	5	19	W  M  D  K  B	H	q	2	Correct	372	S
27	2	5	20	W  M  D  K  B	H	f	2	Correct	503	S
27	2	5	21	W  M  D  K  B	H	d	2	Incorrect	540	S
27	2	5	22	W  M  D  K  B	H	y	2	Correct	625	S
27	2	5	23	W  M  D  K  B	H	w	1	Correct	501	S
27	2	5	24	W  M  D  K  B	H	j	2	Correct	553	S
